category,file,title,description,new,status,link,failure_reason,andrew_id
operators,op-gap.test.ts,OF-054: Overwrite pending request after approval window expires,Overwrite pending request after approval window expires,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L927,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OF-055: DAO raises minimumOperatorEthFee between declare and execute — execute still succeeds,DAO raises minimumOperatorEthFee between declare and execute — execute still succeeds,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L969,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OF-056: DAO changes operatorMaxFeeIncrease between declare and execute — execute uses original validation,DAO changes operatorMaxFeeIncrease between declare and execute — execute uses original validation,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L996,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-012: ETH-only operator calls SSV withdraw → InsufficientBalance,ETH-only operator calls SSV withdraw → InsufficientBalance,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1027,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-013: SSV-only operator calls ETH withdraw → InsufficientBalance,SSV-only operator calls ETH withdraw → InsufficientBalance,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1068,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-028: Large accumulated balance near uint64 max — no overflow in accrual,Large accumulated balance near uint64 max — no overflow in accrual,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1098,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,"OE-034: Accrual across SSV→ETH cluster migration — operator earns SSV before, ETH after","Accrual across SSV→ETH cluster migration — operator earns SSV before, ETH after",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1152,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-035: Parametric operator count (4/7/10/13) — earnings scale linearly with cluster size,Parametric operator count (4/7/10/13) — earnings scale linearly with cluster size,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1239,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-037: withdrawAllVersionOperatorEarnings on non-existent operator → OperatorDoesNotExist,WithdrawAllVersionOperatorEarnings on non-existent operator → OperatorDoesNotExist,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1298,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-29; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,op-gap.test.ts,OE-041: Large accrual overflow via _safeUint64 — revert on snapshot update,Large accrual overflow via _safeUint64 — revert on snapshot update,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/op-gap.test.ts#L1312,,A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-30; A-ACT-31; A-BOUND-03; A-BOUND-05; A-CHECK-09; A-CHECK-12; A-CHECK-13
operators,operator-economics.test.ts,Verifies exact earnings math with partial and full withdrawal,Verifies exact earnings math with partial and full withdrawal,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L70,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,Verifies continuous fee accrual across fee change boundary,Verifies continuous fee accrual across fee change boundary,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L124,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,"Operator earns from two clusters, correct accounting on partial removal","Operator earns from two clusters, correct accounting on partial removal",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L219,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,"Removes validators then operator, verifies final earnings withdrawal","Removes validators then operator, verifies final earnings withdrawal",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L335,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,Withdraws both ETH and SSV earnings in single call,Withdraws both ETH and SSV earnings in single call,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L464,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,"Only ETH earnings, no SSV — SSV transfer skipped","Only ETH earnings, no SSV — SSV transfer skipped",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L521,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-economics.test.ts,"Zero earnings in both versions — no reverts, no transfers","Zero earnings in both versions — no reverts, no transfers",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-economics.test.ts#L550,,A-ACT-28; A-ACT-29; A-BOUND-08; A-BOUND-09; A-CHECK-09; A-FEE-02; A-TEAR-02
operators,operator-edge-cases.test.ts,Removed operator preserves owner but zeros ethSnapshot.block,Removed operator preserves owner but zeros ethSnapshot.block,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L51,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Zero-fee operator stays at zero fee after ETH cluster interaction,Zero-fee operator stays at zero fee after ETH cluster interaction,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L72,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Zero-fee operator can never increase fee,Zero-fee operator can never increase fee,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L124,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Operator earnings are exact with standard vUnits (no truncation),Operator earnings are exact with standard vUnits (no truncation),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L144,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Precision is exact with standard vUnits regardless of fee magnitude,Precision is exact with standard vUnits regardless of fee magnitude,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L181,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Cluster can remove validators after one operator is removed,Cluster can remove validators after one operator is removed,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L221,,A-ACT-20; A-CHECK-10
operators,operator-edge-cases.test.ts,Cluster pays correct blended rate after operator fee changes,Cluster pays correct blended rate after operator fee changes,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-edge-cases.test.ts#L307,,A-ACT-20; A-CHECK-10
operators,operator-lifecycle.test.ts,Registers public operator with non-zero fee and verifies initial state,Registers public operator with non-zero fee and verifies initial state,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L46,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,"Register with fee=0 succeeds, operator is free forever","Register with fee=0 succeeds, operator is free forever",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L77,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Register with setPrivate=true sets whitelisted flag,Register with setPrivate=true sets whitelisted flag,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L98,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Register with same pubkey again reverts OperatorAlreadyExists,Register with same pubkey again reverts OperatorAlreadyExists,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L116,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Register with fee not divisible by ETH_DEDUCTED_DIGITS reverts MaxPrecisionExceeded,Register with fee not divisible by ETH_DEDUCTED_DIGITS reverts MaxPrecisionExceeded,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L131,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Registers private zero-fee operator and verifies fee immutability,Registers private zero-fee operator and verifies fee immutability,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L146,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Operator registered with non-zero fee gets correct ethFee,Operator registered with non-zero fee gets correct ethFee,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L169,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Operator registered with fee=0 and SSV fee=0 stays free,Operator registered with fee=0 and SSV fee=0 stays free,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L183,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,"Declares fee, waits, and executes within approval window","Declares fee, waits, and executes within approval window",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L197,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Two full declare-execute cycles in sequence,Two full declare-execute cycles in sequence,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L263,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Execute after approval window expires reverts,Execute after approval window expires reverts,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L332,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Edge: cancel declared fee clears the request,Edge: cancel declared fee clears the request,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L367,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Fee increase exceeding limit reverts FeeExceedsIncreaseLimit,Fee increase exceeding limit reverts FeeExceedsIncreaseLimit,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L399,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,"Reduces fee immediately, preserving earnings at old fee","Reduces fee immediately, preserving earnings at old fee",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L429,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Reduce to exactly current fee reverts FeeIncreaseNotAllowed,Reduce to exactly current fee reverts FeeIncreaseNotAllowed,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L481,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Reduce to higher fee reverts FeeIncreaseNotAllowed,Reduce to higher fee reverts FeeIncreaseNotAllowed,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L495,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Reducing fee clears pending fee change request,Reducing fee clears pending fee change request,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L510,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Accumulates earnings and supports partial + full withdrawal,Accumulates earnings and supports partial + full withdrawal,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L557,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Legacy SSV operator can reduce ethFee to 0 without getting default on migration,Legacy SSV operator can reduce ethFee to 0 without getting default on migration,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L648,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Operator reduces fee immediately after registration (ethSnapshot already initialized),Operator reduces fee immediately after registration (ethSnapshot already initialized),no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L721,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Operator can reduce to 0 then cannot increase via declareOperatorFee,Operator can reduce to 0 then cannot increase via declareOperatorFee,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L745,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,"Removes operator with earnings, transfers funds, and cleans up state","Removes operator with earnings, transfers funds, and cleans up state",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L776,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Remove operator with 0 earnings in both versions,Remove operator with 0 earnings in both versions,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L853,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,"After removal, registering validator with removed operator reverts","After removal, registering validator with removed operator reverts",no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L870,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-lifecycle.test.ts,Double removal reverts OperatorDoesNotExist,Double removal reverts OperatorDoesNotExist,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-lifecycle.test.ts#L900,,A-ACT-19; A-ACT-20; A-ACT-21; A-ACT-22; A-ACT-23; A-ACT-24; A-ACT-25; A-ACT-26; A-ACT-27; A-ACT-28; A-BOUND-04; A-BOUND-07; A-BOUND-08; A-CHECK-10; A-CHECK-11; A-CHECK-12; A-FEE-01; A-FEE-02
operators,operator-reverts.test.ts,Reverts with OperatorAlreadyExists when registering operator with same pubkey,Reverts with OperatorAlreadyExists when registering operator with same pubkey,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L39,,
operators,operator-reverts.test.ts,Reverts with OperatorDoesNotExist when registering validator with removed operator,Reverts with OperatorDoesNotExist when registering validator with removed operator,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L57,,
operators,operator-reverts.test.ts,Reverts with CallerNotWhitelistedWithData when registering on private operator without whitelist,Reverts with CallerNotWhitelistedWithData when registering on private operator without whitelist,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L87,,
operators,operator-reverts.test.ts,Reverts with OperatorDoesNotExist when removing non-existent operator,Reverts with OperatorDoesNotExist when removing non-existent operator,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L113,,
operators,operator-reverts.test.ts,Reverts with CallerNotOwnerWithData when non-owner tries to remove operator,Reverts with CallerNotOwnerWithData when non-owner tries to remove operator,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L124,,
operators,operator-reverts.test.ts,Reverts with OperatorDoesNotExist when removing already-removed operator,Reverts with OperatorDoesNotExist when removing already-removed operator,no,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/operator-reverts.test.ts#L138,,
operators,wl-gap.test.ts,WL-003: same-slot multi-operator mask sharing,Same-slot multi-operator mask sharing,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L104,,
operators,wl-gap.test.ts,WL-004: cross-slot boundary (ops spanning blockIndex 0 and 1),Cross-slot boundary (ops spanning blockIndex 0 and 1),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L129,,
operators,wl-gap.test.ts,"WL-006: bit-position boundary (op 255 = bit 255, op 256 = bit 0 of next slot)","Bit-position boundary (op 255 = bit 255, op 256 = bit 0 of next slot)",yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L159,,
operators,wl-gap.test.ts,WL-007: idempotent re-whitelist same address (OR is idempotent),Idempotent re-whitelist same address (OR is idempotent),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L198,,
operators,wl-gap.test.ts,WL-012: revert AddressIsWhitelistingContract when passing ERC165 contract to bitmap path,Revert AddressIsWhitelistingContract when passing ERC165 contract to bitmap path,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L220,,
operators,wl-gap.test.ts,WL-018: remove address not whitelisted succeeds silently (AND ~mask is idempotent),Remove address not whitelisted succeeds silently (AND ~mask is idempotent),yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L240,,
operators,wl-gap.test.ts,WL-020: remove path skips isWhitelistingContract check — can remove whitelisting contract address,Remove path skips isWhitelistingContract check — can remove whitelisting contract address,yes,pass,https://github.com/ssvlabs/ssv-network/blob/feat/exhaustive-scenario-coverage/test/e2e/operators/wl-gap.test.ts#L260,,
